RXDDRGID,RXDDRUG,RXDINGFL,RXDDCI1A,RXDDCI1B,RXDDCI1C,RXDDCI2A,RXDDCI2B,RXDDCI2C,RXDDCI3A,RXDDCI3B,RXDDCI3C,RXDDCI4A,RXDDCI4B,RXDDCI4C,RXDICI1A,RXDICI1B,RXDICI1C,RXDICI2A,RXDICI2B,RXDICI2C,RXDICI3A,RXDICI3B,RXDICI3C,RXDICI4A,RXDICI4B,RXDICI4C,RXDICI5A,RXDICI5B,RXDICI5C,RXDICI6A,RXDICI6B,RXDICI6C,RXDDCN1A,RXDDCN1B,RXDDCN1C,RXDDCN2A,RXDDCN2B,RXDDCN2C,RXDDCN3A,RXDDCN3B,RXDDCN3C,RXDDCN4A,RXDDCN4B,RXDDCN4C,RXDICN1A,RXDICN1B,RXDICN1C,RXDICN2A,RXDICN2B,RXDICN2C,RXDICN3A,RXDICN3B,RXDICN3C,RXDICN4A,RXDICN4B,RXDICN4C,RXDICN5A,RXDICN5B,RXDICN5C,RXDICN6A,RXDICN6B,RXDICN6C
d00818,AURANOFIN,1.0,105.0,192.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105.0,192.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,MISCELLANEOUS AGENTS,ANTIRHEUMATICS,,,,,,,,,,,MISCELLANEOUS AGENTS,ANTIRHEUMATICS,,,,,,,,,,,,,,,,
d00824,OPIUM,1.0,57.0,58.0,60.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,60.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,,,,,,,,,,,,,,,
d00833,OXYMORPHONE,1.0,57.0,58.0,60.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,60.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,,,,,,,,,,,,,,,
d00840,BUPRENORPHINE,1.0,57.0,58.0,60.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,60.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,,,,,,,,,,,,,,,
d00842,SALSALATE,1.0,57.0,58.0,62.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,62.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,SALICYLATES,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,SALICYLATES,,,,,,,,,,,,,,,
d00848,DICLOFENAC,1.0,57.0,58.0,61.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,61.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,,,,,,
d00851,ETODOLAC,1.0,57.0,58.0,61.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,61.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,,,,,,
d00853,OXAPROZIN,1.0,57.0,58.0,61.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,61.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,,,,,,
d00855,PERPHENAZINE,1.0,57.0,65.0,196.0,242.0,251.0,210.0,nan,nan,nan,nan,nan,nan,57.0,65.0,196.0,242.0,251.0,210.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANTIEMETIC/ANTIVERTIGO AGENTS,PHENOTHIAZINE ANTIEMETICS,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,PHENOTHIAZINE ANTIPSYCHOTICS,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIEMETIC/ANTIVERTIGO AGENTS,PHENOTHIAZINE ANTIEMETICS,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,PHENOTHIAZINE ANTIPSYCHOTICS,,,,,,,,,,,,
d00859,MECLIZINE,1.0,57.0,65.0,197.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,65.0,197.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANTIEMETIC/ANTIVERTIGO AGENTS,ANTICHOLINERGIC ANTIEMETICS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIEMETIC/ANTIVERTIGO AGENTS,ANTICHOLINERGIC ANTIEMETICS,,,,,,,,,,,,,,,
d00861,DIMENHYDRINATE,1.0,57.0,65.0,197.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,65.0,197.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANTIEMETIC/ANTIVERTIGO AGENTS,ANTICHOLINERGIC ANTIEMETICS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIEMETIC/ANTIVERTIGO AGENTS,ANTICHOLINERGIC ANTIEMETICS,,,,,,,,,,,,,,,
d00862,TRIMETHOBENZAMIDE,1.0,57.0,65.0,197.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,65.0,197.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANTIEMETIC/ANTIVERTIGO AGENTS,ANTICHOLINERGIC ANTIEMETICS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIEMETIC/ANTIVERTIGO AGENTS,ANTICHOLINERGIC ANTIEMETICS,,,,,,,,,,,,,,,
d00866,DRONABINOL,1.0,57.0,65.0,198.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,65.0,198.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANTIEMETIC/ANTIVERTIGO AGENTS,MISCELLANEOUS ANTIEMETICS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIEMETIC/ANTIVERTIGO AGENTS,MISCELLANEOUS ANTIEMETICS,,,,,,,,,,,,,,,
d00867,ONDANSETRON,1.0,57.0,65.0,195.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,65.0,195.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANTIEMETIC/ANTIVERTIGO AGENTS,5HT3 RECEPTOR ANTAGONISTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIEMETIC/ANTIVERTIGO AGENTS,5HT3 RECEPTOR ANTAGONISTS,,,,,,,,,,,,,,,
d00873,TRIMIPRAMINE,1.0,242.0,249.0,209.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,242.0,249.0,209.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,TRICYCLIC ANTIDEPRESSANTS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,TRICYCLIC ANTIDEPRESSANTS,,,,,,,,,,,,,,,
d00874,AMOXAPINE,1.0,242.0,249.0,209.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,242.0,249.0,209.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,TRICYCLIC ANTIDEPRESSANTS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,TRICYCLIC ANTIDEPRESSANTS,,,,,,,,,,,,,,,
d00875,PROTRIPTYLINE,1.0,242.0,249.0,209.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,242.0,249.0,209.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,TRICYCLIC ANTIDEPRESSANTS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,TRICYCLIC ANTIDEPRESSANTS,,,,,,,,,,,,,,,
d00876,CLOMIPRAMINE,1.0,242.0,249.0,209.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,242.0,249.0,209.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,TRICYCLIC ANTIDEPRESSANTS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,TRICYCLIC ANTIDEPRESSANTS,,,,,,,,,,,,,,,
d00877,MAPROTILINE,1.0,242.0,249.0,307.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,242.0,249.0,307.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,TETRACYCLIC ANTIDEPRESSANTS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,TETRACYCLIC ANTIDEPRESSANTS,,,,,,,,,,,,,,,
d00880,SERTRALINE,1.0,242.0,249.0,208.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,242.0,249.0,208.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,SSRI ANTIDEPRESSANTS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,SSRI ANTIDEPRESSANTS,,,,,,,,,,,,,,,
d00882,ISOCARBOXAZID,1.0,242.0,249.0,250.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,242.0,249.0,250.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,MONOAMINE OXIDASE INHIBITORS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,MONOAMINE OXIDASE INHIBITORS,,,,,,,,,,,,,,,
d00883,PHENELZINE,1.0,242.0,249.0,250.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,242.0,249.0,250.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,MONOAMINE OXIDASE INHIBITORS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,MONOAMINE OXIDASE INHIBITORS,,,,,,,,,,,,,,,
d00884,TRANYLCYPROMINE,1.0,242.0,249.0,250.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,242.0,249.0,250.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,MONOAMINE OXIDASE INHIBITORS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,MONOAMINE OXIDASE INHIBITORS,,,,,,,,,,,,,,,
d00889,MESORIDAZINE,1.0,242.0,251.0,210.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,242.0,251.0,210.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,PHENOTHIAZINE ANTIPSYCHOTICS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,PHENOTHIAZINE ANTIPSYCHOTICS,,,,,,,,,,,,,,,
d00890,TRIFLUOPERAZINE,1.0,242.0,251.0,210.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,242.0,251.0,210.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,PHENOTHIAZINE ANTIPSYCHOTICS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,PHENOTHIAZINE ANTIPSYCHOTICS,,,,,,,,,,,,,,,
d00896,MOLINDONE,1.0,242.0,251.0,77.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,242.0,251.0,77.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,MISCELLANEOUS ANTIPSYCHOTIC AGENTS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,MISCELLANEOUS ANTIPSYCHOTIC AGENTS,,,,,,,,,,,,,,,
d00897,LOXAPINE,1.0,242.0,251.0,77.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,242.0,251.0,77.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,MISCELLANEOUS ANTIPSYCHOTIC AGENTS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,MISCELLANEOUS ANTIPSYCHOTIC AGENTS,,,,,,,,,,,,,,,
d00898,PIMOZIDE,1.0,242.0,251.0,77.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,242.0,251.0,77.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,MISCELLANEOUS ANTIPSYCHOTIC AGENTS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,MISCELLANEOUS ANTIPSYCHOTIC AGENTS,,,,,,,,,,,,,,,
d00900,METHYLPHENIDATE,1.0,57.0,71.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,71.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,CNS STIMULANTS,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,CNS STIMULANTS,,,,,,,,,,,,,,,,
d00901,PEMOLINE,1.0,57.0,71.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,71.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,CNS STIMULANTS,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,CNS STIMULANTS,,,,,,,,,,,,,,,,
d00902,ERGOLOID MESYLATES,1.0,57.0,80.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,80.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,MISCELLANEOUS CENTRAL NERVOUS SYSTEM AGENTS,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MISCELLANEOUS CENTRAL NERVOUS SYSTEM AGENTS,,,,,,,,,,,,,,,,
d00907,HYDROXYZINE,1.0,57.0,67.0,70.0,122.0,123.0,nan,nan,nan,nan,nan,nan,nan,57.0,67.0,70.0,122.0,123.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS,RESPIRATORY AGENTS,ANTIHISTAMINES,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS,RESPIRATORY AGENTS,ANTIHISTAMINES,,,,,,,,,,,,,
d00910,ZOLPIDEM,1.0,57.0,67.0,70.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,67.0,70.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS,,,,,,,,,,,,,,,
d00915,ESTAZOLAM,1.0,57.0,67.0,69.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,67.0,69.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,BENZODIAZEPINES,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,BENZODIAZEPINES,,,,,,,,,,,,,,,
d00917,QUAZEPAM,1.0,57.0,67.0,69.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,67.0,69.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,BENZODIAZEPINES,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,BENZODIAZEPINES,,,,,,,,,,,,,,,
d00919,MEPHOBARBITAL,1.0,57.0,64.0,201.0,57.0,67.0,68.0,nan,nan,nan,nan,nan,nan,57.0,64.0,201.0,57.0,67.0,68.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANTICONVULSANTS,BARBITURATE ANTICONVULSANTS,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,BARBITURATES,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTICONVULSANTS,BARBITURATE ANTICONVULSANTS,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,BARBITURATES,,,,,,,,,,,,
d00923,BUTABARBITAL,1.0,57.0,67.0,68.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,67.0,68.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,BARBITURATES,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,BARBITURATES,,,,,,,,,,,,,,,
d00960,CARISOPRODOL,1.0,57.0,73.0,178.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,73.0,178.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,,,,,,
d00962,CHLORZOXAZONE,1.0,57.0,73.0,178.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,73.0,178.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,,,,,,
d00963,CYCLOBENZAPRINE,1.0,57.0,73.0,178.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,73.0,178.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,,,,,,
d00964,METAXALONE,1.0,57.0,73.0,178.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,73.0,178.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,,,,,,
d00965,METHOCARBAMOL,1.0,57.0,73.0,178.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,73.0,178.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,,,,,,
d00966,ORPHENADRINE,1.0,57.0,73.0,178.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,73.0,178.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,,,,,,
d00967,BACLOFEN,1.0,57.0,73.0,178.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,73.0,178.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,,,,,,
d00968,DANTROLENE,1.0,57.0,73.0,178.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,73.0,178.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,,,,,,
d00969,PROCYCLIDINE,1.0,57.0,66.0,205.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,66.0,205.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,ANTICHOLINERGIC ANTIPARKINSON AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,ANTICHOLINERGIC ANTIPARKINSON AGENTS,,,,,,,,,,,,,,,
d00970,TRIHEXYPHENIDYL,1.0,57.0,66.0,205.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,66.0,205.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,ANTICHOLINERGIC ANTIPARKINSON AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,ANTICHOLINERGIC ANTIPARKINSON AGENTS,,,,,,,,,,,,,,,
d00972,BIPERIDEN,1.0,57.0,66.0,205.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,66.0,205.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,ANTICHOLINERGIC ANTIPARKINSON AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,ANTICHOLINERGIC ANTIPARKINSON AGENTS,,,,,,,,,,,,,,,
d00976,SELEGILINE,1.0,57.0,66.0,276.0,242.0,249.0,250.0,nan,nan,nan,nan,nan,nan,57.0,66.0,276.0,242.0,249.0,250.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,DOPAMINERGIC ANTIPARKINSONISM AGENTS,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,MONOAMINE OXIDASE INHIBITORS,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,DOPAMINERGIC ANTIPARKINSONISM AGENTS,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,MONOAMINE OXIDASE INHIBITORS,,,,,,,,,,,,
d00977,PERGOLIDE,1.0,57.0,66.0,276.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,66.0,276.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,DOPAMINERGIC ANTIPARKINSONISM AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,DOPAMINERGIC ANTIPARKINSONISM AGENTS,,,,,,,,,,,,,,,
